#Wavelength		#Intensity
1050.329224	623.791931
1050.251831	541.807861
1050.174561	555.966614
1050.097168	534.487793
1050.019775	548.642822
1049.942383	537.858826
1049.864990	584.060242
1049.787598	591.077271
1049.710205	594.531738
1049.632935	608.663269
1049.555542	555.172485
1049.478027	594.213074
1049.400757	604.779480
1049.323364	522.862915
1049.245850	529.881958
1049.168457	604.455261
1049.091064	533.247559
1049.013672	607.793518
1048.936279	629.007141
1048.858887	536.514648
1048.781494	550.628540
1048.703979	550.530090
1048.626709	632.108582
1048.549316	546.782654
1048.471802	610.583130
1048.394409	667.262207
1048.317017	560.683899
1048.239502	613.803589
1048.162109	610.146423
1048.084717	602.943848
1048.007202	592.197693
1047.929810	563.728027
1047.852417	609.709900
1047.774902	584.791504
1047.697510	630.753113
1047.619995	634.183167
1047.542603	580.935364
1047.465088	573.748047
1047.387695	541.776184
1047.310181	570.002319
1047.232666	651.314636
1047.155273	637.041565
1047.077759	640.466003
1047.000244	619.124268
1046.922852	654.385620
1046.845337	668.414795
1046.767822	707.190613
1046.690308	654.034180
1046.612915	636.243652
1046.535522	639.663757
1046.457886	646.616028
1046.380493	639.434631
1046.302979	614.595032
1046.225464	646.268677
1046.147949	526.102661
1046.070557	614.264832
1045.992920	688.276917
1045.915527	564.638855
1045.837891	677.445251
1045.760498	649.102051
1045.682983	638.404419
1045.605469	645.342957
1045.527954	701.640625
1045.450439	740.292053
1045.372803	563.930969
1045.295410	725.930969
1045.217773	658.858093
1045.140381	651.694641
1045.062866	767.805176
1044.985229	672.589417
1044.907715	767.529907
1044.830200	658.267700
1044.752686	619.434998
1044.675171	668.588318
1044.597534	569.957275
1044.520020	661.313293
1044.442505	654.160706
1044.364868	727.886963
1044.287354	685.567627
1044.209839	601.082275
1044.132202	695.865112
1044.054688	674.657227
1043.977173	727.234375
1043.899536	674.415161
1043.822021	705.901733
1043.744385	730.354309
1043.666870	688.094971
1043.589355	751.152527
1043.511719	722.942322
1043.434204	656.145386
1043.356567	719.174622
1043.278931	712.030457
1043.201416	736.451050
1043.123779	669.699524
1043.046265	659.062317
1042.968628	736.054443
1042.890991	714.895935
1042.813354	704.256287
1042.735840	669.098511
1042.658325	679.485901
1042.580688	756.405090
1042.502930	630.224365
1042.425415	675.619202
1042.347778	720.997742
1042.270142	678.875916
1042.192505	741.731140
1042.114990	692.624390
1042.037354	807.916626
1041.959717	772.803040
1041.882080	765.671753
1041.804443	755.047363
1041.726807	765.396606
1041.649170	747.787354
1041.571533	786.083740
1041.493896	709.094788
1041.416260	740.399353
1041.338623	761.217224
1041.260986	802.974731
1041.183228	785.377502
1041.105713	739.867126
1041.027954	746.712708
1040.950317	718.669006
1040.872803	763.884521
1040.795044	791.646606
1040.717407	732.228577
1040.639771	843.654541
1040.562012	826.075073
1040.484375	773.652649
1040.406738	756.091980
1040.328979	742.021301
1040.251343	724.472656
1040.173706	762.648865
1040.095947	779.920593
1040.018311	845.922363
1039.940674	703.068176
1039.862915	772.539856
1039.785278	779.359436
1039.707642	740.953918
1039.629883	789.513000
1039.552124	803.280518
1039.474487	782.275269
1039.396851	799.515259
1039.319092	754.189453
1039.241333	858.300781
1039.163696	788.660706
1039.085938	732.940308
1039.008179	854.364197
1038.930420	847.265564
1038.852783	864.471863
1038.775024	760.181702
1038.697388	839.866882
1038.619629	742.558411
1038.541870	919.357666
1038.464111	853.287720
1038.386475	773.369507
1038.308594	908.458740
